Type,BROTEC,ARTTRID,Fire,Topo,D_BOUND,D_ROADS,Topo2,D_BOUND.s,D_ROADS.s,ARTTRID.PA,ARTTRID.mid,BROTEC.PA,BROTEC.mid
Train,3,0,1,-0.1327,170.6495982,1436.381092,0.01760929,0.170649598,14.36381092,1,0,0,0.375
Train,1,0,1,-0.2249,35.21608943,1380.36801,0.05058001,0.035216089,13.8036801,1,0,0,0.025
Train,1,3,1,-0.1033,210.753254,792.2451615,0.01067089,0.210753254,7.922451615,0,0.375,0,0.025
Train,1,0,0,0.1606,138.9632842,140.2628666,0.02579236,0.138963284,1.402628666,1,0,0,0.025
Train,5,0,1,0.1338,236.9480807,1502.982462,0.01790244,0.236948081,15.02982462,1,0,0,0.85
Train,1,0,1,-0.0396,52.4208837,1285.020685,0.00156816,0.052420884,12.85020685,1,0,0,0.025
Train,2,0,1,-0.1163,342.2582887,1149.947158,0.01352569,0.342258289,11.49947158,1,0,0,0.15
Train,4,2,1,-0.0806,132.3929324,138.7182202,0.00649636,0.132392932,1.387182202,0,0.15,0,0.625
Train,2,0,1,0.2067,193.5166231,1468.7879,0.04272489,0.193516623,14.687879,1,0,0,0.15
Train,2,0,1,-0.1444,248.8497868,1368.694222,0.02085136,0.248849787,13.68694222,1,0,0,0.15
Train,4,0,1,0.2411,354.4272298,1337.813637,0.05812921,0.35442723,13.37813637,1,0,0,0.625
Train,4,0,1,-0.2764,155.9819018,1429.00884,0.07639696,0.155981902,14.2900884,1,0,0,0.625
Train,1,0,1,0.2649,174.3490805,1475.101614,0.07017201,0.174349081,14.75101614,1,0,0,0.025
Train,1,0,1,-0.3618,311.8460589,693.539392,0.13089924,0.311846059,6.93539392,1,0,0,0.025
Train,3,0,0,0.3426,368.191851,371.3084195,0.11737476,0.368191851,3.713084195,1,0,0,0.375
Train,3,0,1,0.036,144.0561756,1524.568091,0.001296,0.144056176,15.24568091,1,0,0,0.375
Train,1,2,1,0.3345,199.233653,1565.441591,0.11189025,0.199233653,15.65441591,0,0.15,0,0.025
Train,1,0,1,0.1627,426.3844942,1087.153892,0.02647129,0.426384494,10.87153892,1,0,0,0.025
Train,4,0,0,0.1737,214.1935657,214.6316045,0.03017169,0.214193566,2.146316045,1,0,0,0.625
Train,4,0,1,0.0726,274.063029,1433.090021,0.00527076,0.274063029,14.33090021,1,0,0,0.625
Train,2,0,1,-0.0779,146.8094645,1372.018074,0.00606841,0.146809465,13.72018074,1,0,0,0.15
Train,1,0,1,-0.1873,301.620738,1256.419074,0.03508129,0.301620738,12.56419074,1,0,0,0.025
Train,5,1,1,-0.1719,205.7307497,212.9514678,0.02954961,0.20573075,2.129514678,0,0.025,0,0.85
Train,4,0,1,-0.0153,186.3635565,1495.821306,0.00023409,0.186363557,14.95821306,1,0,0,0.625
Train,1,0,1,-0.0865,183.8300232,1399.644015,0.00748225,0.183830023,13.99644015,1,0,0,0.025
Train,3,0,1,0.2562,314.5694246,1427.375954,0.06563844,0.314569425,14.27375954,1,0,0,0.375
Train,2,0,1,-0.174,138.2053811,1453.066103,0.030276,0.138205381,14.53066103,1,0,0,0.15
Train,3,0,1,-0.0135,246.643868,1360.792034,0.00018225,0.246643868,13.60792034,1,0,0,0.375
Train,2,0,1,-0.1378,185.8727694,1333.550645,0.01898884,0.185872769,13.33550645,1,0,0,0.15
Train,2,0,1,-0.2971,450.7972059,558.8376211,0.08826841,0.450797206,5.588376211,1,0,0,0.15
Train,3,0,0,-0.265,60.64323169,68.07404199,0.070225,0.060643232,0.68074042,1,0,0,0.375
Train,0,0,1,0.1212,44.27403543,1602.250849,0.01468944,0.044274035,16.02250849,1,0,1,0
Train,1,0,1,0.1834,403.0772909,1107.419205,0.03363556,0.403077291,11.07419205,1,0,0,0.025
Train,3,0,1,-0.2717,136.7311364,137.7729737,0.07382089,0.136731136,1.377729737,1,0,0,0.375
Train,1,0,1,0,263.2030677,1412.139713,0,0.263203068,14.12139713,1,0,0,0.025
Train,6,0,1,0.0143,218,23.96962317,0.00020449,0.218,0.239696232,1,0,0,0.975
Train,3,0,1,-0.1045,196,415.9318931,0.01092025,0.196,4.159318931,1,0,0,0.375
Train,2,0,1,0.0526,68,1481.757295,0.00276676,0.068,14.81757295,1,0,0,0.15
Train,2,0,1,-0.0382,210,599.9293375,0.00145924,0.21,5.999293375,1,0,0,0.15
Train,6,0,1,0.0027,80,764.3413123,7.29E-06,0.08,7.643413123,1,0,0,0.975
Train,2,0,1,0.2475,397,1279.745623,0.06125625,0.397,12.79745623,1,0,0,0.15
Train,5,0,1,-0.027,109,352.8709888,0.000729,0.109,3.528709888,1,0,0,0.85
Train,4,0,1,-0.1152,126,1498.855922,0.01327104,0.126,14.98855922,1,0,0,0.625
Train,4,4,1,-0.0325,587,353.5283143,0.00105625,0.587,3.535283143,0,0.625,0,0.625
Train,1,0,1,0.0358,193,146.0261759,0.00128164,0.193,1.460261759,1,0,0,0.025
Train,5,0,1,-0.1338,191,292.5267695,0.01790244,0.191,2.925267695,1,0,0,0.85
Train,4,0,1,0.3052,479,633.5841349,0.09314704,0.479,6.335841349,1,0,0,0.625
Train,6,0,1,0.0449,504,137.2566414,0.00201601,0.504,1.372566414,1,0,0,0.975
Train,5,0,1,0.1011,270,503.57834,0.01022121,0.27,5.0357834,1,0,0,0.85
Train,6,0,1,0.0715,52,1161.698563,0.00511225,0.052,11.61698563,1,0,0,0.975
Train,5,0,1,-0.0723,58,1049.184621,0.00522729,0.058,10.49184621,1,0,0,0.85
Train,3,0,1,0.0969,274,226.3762454,0.00938961,0.274,2.263762454,1,0,0,0.375
Train,3,0,1,9.00E-04,346,1292.067442,8.10E-07,0.346,12.92067442,1,0,0,0.375
Train,3,0,1,-0.0392,491,882.4902414,0.00153664,0.491,8.824902414,1,0,0,0.375
Train,4,0,1,0.0476,383,16.43181314,0.00226576,0.383,0.164318131,1,0,0,0.625
Train,4,0,1,-0.1545,220,332.3461966,0.02387025,0.22,3.323461966,1,0,0,0.625
Train,5,0,1,0.0503,340,1393.191257,0.00253009,0.34,13.93191257,1,0,0,0.85
Train,1,0,1,0.0642,604,309.5799783,0.00412164,0.604,3.095799783,1,0,0,0.025
Train,4,0,1,-0.0121,39,238.8302012,0.00014641,0.039,2.388302012,1,0,0,0.625
Train,6,0,1,0.2139,322,742.0186557,0.04575321,0.322,7.420186557,1,0,0,0.975
Train,5,0,1,0.0879,143,760.2666883,0.00772641,0.143,7.602666883,1,0,0,0.85
Train,6,0,1,-0.0188,293,135.7561098,0.00035344,0.293,1.357561098,1,0,0,0.975
Train,4,0,1,0.1797,254,1458.060509,0.03229209,0.254,14.58060509,1,0,0,0.625
Train,4,0,1,-0.0891,38,1026.814426,0.00793881,0.038,10.26814426,1,0,0,0.625
Train,6,0,1,0.302,533,745.9709886,0.091204,0.533,7.459709886,1,0,0,0.975
Train,5,0,1,-0.0018,314,72.98354047,3.24E-06,0.314,0.729835405,1,0,0,0.85
Train,3,0,1,-0.0331,307,401.606876,0.00109561,0.307,4.01606876,1,0,0,0.375
Train,3,0,0,-0.1055,582,242.7197046,0.01113025,0.582,2.427197046,1,0,0,0.375
Train,3,0,1,-0.0717,268,264.2853837,0.00514089,0.268,2.642853837,1,0,0,0.375
Train,4,0,1,0.1219,72,448.5779768,0.01485961,0.072,4.485779768,1,0,0,0.625
Train,4,0,1,-0.0325,205,551.1753161,0.00105625,0.205,5.511753161,1,0,0,0.625
Train,5,0,1,-0.0033,153,596.5843129,1.09E-05,0.153,5.965843129,1,0,0,0.85
Train,5,0,1,0.354,442,1188.85762,0.125316,0.442,11.8885762,1,0,0,0.85
Train,4,0,1,-0.0437,560,904.1362617,0.00190969,0.56,9.041362617,1,0,0,0.625
Train,5,0,1,0.0815,191,82.23538276,0.00664225,0.191,0.822353828,1,0,0,0.85
Train,2,0,1,-0.171,133,1421.139532,0.029241,0.133,14.21139532,1,0,0,0.15
Train,3,0,1,-0.0061,85,146.0597831,3.72E-05,0.085,1.460597831,1,0,0,0.375
Train,5,0,1,0.1966,381,473.6148413,0.03865156,0.381,4.736148413,1,0,0,0.85
Train,2,0,1,-0.0084,219,165.4419054,7.06E-05,0.219,1.654419054,1,0,0,0.15
Train,4,0,1,-0.0605,115,510.5164249,0.00366025,0.115,5.105164249,1,0,0,0.625
Train,5,0,1,-0.0865,501,228.5338183,0.00748225,0.501,2.285338183,1,0,0,0.85
Train,2,0,1,0.0055,157,163.3627357,3.03E-05,0.157,1.633627357,1,0,0,0.15
Train,3,0,1,-0.0284,453,56.5418873,0.00080656,0.453,0.565418873,1,0,0,0.375
Train,6,0,1,0.1763,383,1186.418533,0.03108169,0.383,11.86418533,1,0,0,0.975
Train,4,0,1,-0.0392,458,935.6147774,0.00153664,0.458,9.356147774,1,0,0,0.625
Train,5,0,1,-0.1201,421,181.1382837,0.01442401,0.421,1.811382837,1,0,0,0.85
Train,6,0,1,-0.0457,149,1564.712349,0.00208849,0.149,15.64712349,1,0,0,0.975
Train,2,1,1,-0.0434,322,413.5708255,0.00188356,0.322,4.135708255,0,0.025,0,0.15
Train,1,0,0,0.1636,253.4374332,201.1639539,0.02676496,0.253437433,2.011639539,1,0,0,0.025
Train,4,0,1,0.0677,569.7899845,783.6522501,0.00458329,0.569789985,7.836522501,1,0,0,0.625
Train,1,0,1,-0.0218,65.34710724,376.8674254,0.00047524,0.065347107,3.768674254,1,0,0,0.025
Train,1,4,0,0.0573,199.5306106,542.1065127,0.00328329,0.199530611,5.421065127,0,0.625,0,0.025
Train,3,0,0,0.1043,143.8635013,429.2083151,0.01087849,0.143863501,4.292083151,1,0,0,0.375
Train,1,4,0,0.1391,202.1904622,526.782092,0.01934881,0.202190462,5.26782092,0,0.625,0,0.025
Train,3,0,1,0.1616,964.9482224,564.8551403,0.02611456,0.964948222,5.648551403,1,0,0,0.375
Train,3,3,0,0.162,149.6443413,301.8917551,0.026244,0.149644341,3.018917551,0,0.375,0,0.375
Train,0,0,0,0.2067,75.91641488,364.7033876,0.04272489,0.075916415,3.647033876,1,0,1,0
Train,2,0,1,0.1061,408.2342386,924.623675,0.01125721,0.408234239,9.24623675,1,0,0,0.15
Train,0,2,0,0.3288,40.94006155,106.8662793,0.10810944,0.040940062,1.068662793,0,0.15,1,0
Train,0,1,0,0.3319,444.5803614,495.6230625,0.11015761,0.444580361,4.956230625,0,0.025,1,0
Train,1,0,1,0.1598,131.7943683,379.1558189,0.02553604,0.131794368,3.791558189,1,0,0,0.025
Train,1,3,0,0.241,619.528954,542.5495396,0.058081,0.619528954,5.425495396,0,0.375,0,0.025
Train,4,0,0,0.1851,56.9630234,358.9802208,0.03426201,0.056963023,3.589802208,1,0,0,0.625
Train,1,0,1,0.0717,458.7427034,105.5383607,0.00514089,0.458742703,1.055383607,1,0,0,0.025
Train,2,0,0,-0.0658,362.9148396,57.72041535,0.00432964,0.36291484,0.577204154,1,0,0,0.15
Train,1,1,0,0.2382,444.5222853,759.6677814,0.05673924,0.444522285,7.596677814,0,0.025,0,0.025
Train,0,0,0,-0.0449,132.9138057,182.5129239,0.00201601,0.132913806,1.825129239,1,0,1,0
Train,1,0,1,0.0523,466.4163863,325.797169,0.00273529,0.466416386,3.25797169,1,0,0,0.025
Train,3,0,0,-0.0065,222.7608741,250.6314812,4.23E-05,0.222760874,2.506314812,1,0,0,0.375
Train,0,0,1,0.0971,76.18355556,444.060725,0.00942841,0.076183556,4.44060725,1,0,1,0
Train,2,0,1,-0.009,315.2761061,217.6500912,8.10E-05,0.315276106,2.176500912,1,0,0,0.15
Train,3,0,1,-0.0425,552.7331598,593.342903,0.00180625,0.55273316,5.93342903,1,0,0,0.375
Train,0,0,0,0.3045,50.88289223,280.8445992,0.09272025,0.050882892,2.808445992,1,0,1,0
Train,1,0,0,0.3083,335.0639329,634.3726137,0.09504889,0.335063933,6.343726137,1,0,0,0.025
Train,1,0,1,0.2773,268.1650811,585.7145237,0.07689529,0.268165081,5.857145237,1,0,0,0.025
Train,0,0,1,0.2722,156.0653343,443.1849415,0.07409284,0.156065334,4.431849415,1,0,1,0
Train,3,0,0,0.1801,530.5941356,699.9654937,0.03243601,0.530594136,6.999654937,1,0,0,0.375
Train,1,2,0,0.0526,128.6342569,458.1414175,0.00276676,0.128634257,4.581414175,0,0.15,0,0.025
Train,4,0,1,-0.0085,450.8586396,123.125026,7.23E-05,0.45085864,1.23125026,1,0,0,0.625
Train,2,0,0,0.2936,61.61287028,585.2105957,0.08620096,0.06161287,5.852105957,1,0,0,0.15
Train,1,0,0,0.056,133.843667,39.48907688,0.003136,0.133843667,0.394890769,1,0,0,0.025
Train,3,0,1,-0.0356,611.1703331,631.0691161,0.00126736,0.611170333,6.310691161,1,0,0,0.375
Train,2,0,0,0.0468,64.39592036,125.9601641,0.00219024,0.06439592,1.259601641,1,0,0,0.15
Train,1,0,1,0.3422,346.2540995,704.324351,0.11710084,0.3462541,7.04324351,1,0,0,0.025
Train,0,0,1,0.0409,433.2752346,653.1862994,0.00167281,0.433275235,6.531862994,1,0,1,0
Train,2,0,0,0.0663,113.6862705,344.4556489,0.00439569,0.113686271,3.444556489,1,0,0,0.15
Train,1,0,0,0.3395,434.1715849,539.0384037,0.11526025,0.434171585,5.390384037,1,0,0,0.025
Train,0,0,1,0.1316,48.05767507,332.2918576,0.01731856,0.048057675,3.322918576,1,0,1,0
Train,2,1,0,0.2971,237.9021295,607.3629316,0.08826841,0.23790213,6.073629316,0,0.025,0,0.15
Train,1,3,0,0.3078,193.013059,521.0872867,0.09474084,0.193013059,5.210872867,0,0.375,0,0.025
Train,0,0,1,0.0554,309.6343247,697.7279958,0.00306916,0.309634325,6.977279958,1,0,1,0
Train,2,3,0,0.0886,88.3381226,407.6845452,0.00784996,0.088338123,4.076845452,0,0.375,0,0.15
Train,1,0,1,0.1581,397.8105117,725.4629157,0.02499561,0.397810512,7.254629157,1,0,0,0.025
Train,1,0,1,0.1545,500.1579444,753.8062744,0.02387025,0.500157944,7.538062744,1,0,0,0.025
Train,0,0,0,0.0745,230.7101835,277.3351266,0.00555025,0.230710184,2.773351266,1,0,1,0
Train,1,0,1,0.1505,530.0344325,736.4911234,0.02265025,0.530034433,7.364911234,1,0,0,0.025
Train,3,0,1,0.2532,375.4578085,312.1558453,0.06411024,0.375457809,3.121558453,1,0,0,0.375
Train,2,0,0,0.1629,574.7564388,590.0872316,0.02653641,0.574756439,5.900872316,1,0,0,0.15
Train,5,0,0,0.0174,99.6738353,84.79934914,0.00030276,0.099673835,0.847993491,1,0,0,0.85
Train,4,0,0,0.1664,245.622664,253.6860706,0.02768896,0.245622664,2.536860706,1,0,0,0.625
Train,3,0,1,0.1154,719.3684259,585.3772038,0.01331716,0.719368426,5.853772038,1,0,0,0.375
Train,4,0,0,0.1825,632.1692067,582.1044472,0.03330625,0.632169207,5.821044472,1,0,0,0.625
Train,3,0,1,0.0906,393.7105124,709.2529145,0.00820836,0.393710512,7.092529145,1,0,0,0.375
Train,0,0,1,0.0401,492.6696399,351.7704599,0.00160801,0.49266964,3.517704599,1,0,1,0
Train,0,0,1,0.3073,122.9231468,332.1041085,0.09443329,0.122923147,3.321041085,1,0,1,0
Train,2,0,0,0.1914,231.5691392,365.3109742,0.03663396,0.231569139,3.653109742,1,0,0,0.15
Train,2,0,0,0.2922,368.3344537,476.7170469,0.08538084,0.368334454,4.767170469,1,0,0,0.15
Train,1,0,1,0.2146,128.317589,393.4743978,0.04605316,0.128317589,3.934743978,1,0,0,0.025
Train,3,0,1,0.0136,436.8438374,170.989195,0.00018496,0.436843837,1.70989195,1,0,0,0.375
Train,0,0,1,0.2974,283.4074359,620.4838937,0.08844676,0.283407436,6.204838937,1,0,1,0
Train,1,0,1,-0.0313,27.28359465,235.0019855,0.00097969,0.027283595,2.350019855,1,0,0,0.025
Train,3,0,1,-0.0707,835.2789206,193.8831268,0.00499849,0.835278921,1.938831268,1,0,0,0.375
Train,1,0,1,0.0598,575.2266938,943.9189956,0.00357604,0.575226694,9.439189956,1,0,0,0.025
Train,1,1,1,0.0824,682.5803615,222.0336848,0.00678976,0.682580362,2.220336848,0,0.025,0,0.025
Train,3,0,1,0.0518,1076.077473,525.340207,0.00268324,1.076077473,5.25340207,1,0,0,0.375
Train,1,3,0,0.0867,30.65394999,253.8336626,0.00751689,0.03065395,2.538336626,0,0.375,0,0.025
Train,5,0,1,0.0614,935.5082684,673.3153214,0.00376996,0.935508268,6.733153214,1,0,0,0.85
Train,1,0,1,0.0224,533.3117892,992.7587734,0.00050176,0.533311789,9.927587734,1,0,0,0.025
Train,4,0,1,-0.0566,995.1276699,509.5674642,0.00320356,0.99512767,5.095674642,1,0,0,0.625
Train,1,0,0,0.0073,31.07032328,161.2928322,5.33E-05,0.031070323,1.612928322,1,0,0,0.025
Train,1,0,1,0.1632,1128.851595,513.6189117,0.02663424,1.128851595,5.136189117,1,0,0,0.025
Train,4,0,1,0.0869,755.5656858,837.4850177,0.00755161,0.755565686,8.374850177,1,0,0,0.625
Train,0,0,1,0.2531,630.9219407,967.669986,0.06405961,0.630921941,9.67669986,1,0,1,0
Train,0,0,1,0.1066,508.689761,282.6222943,0.01136356,0.508689761,2.826222943,1,0,1,0
Train,3,0,1,0.0042,1051.624802,550.2310947,1.76E-05,1.051624802,5.502310947,1,0,0,0.375
Train,1,0,1,0.0018,561.9501968,874.4399113,3.24E-06,0.561950197,8.744399113,1,0,0,0.025
Train,0,0,1,0.1902,301.0119377,77.6599475,0.03617604,0.301011938,0.776599475,1,0,1,0
Train,3,0,1,0.0299,1035.414697,573.1799576,0.00089401,1.035414697,5.731799576,1,0,0,0.375
Train,0,0,1,0.147,391.6064525,1185.312703,0.021609,0.391606453,11.85312703,1,0,1,0
Train,0,0,1,0.3039,529.6805667,1063.479692,0.09235521,0.529680567,10.63479692,1,0,1,0
Train,1,0,1,0.1677,652.0370186,941.8009611,0.02812329,0.652037019,9.418009611,1,0,0,0.025
Train,1,0,1,0.0564,507.7659916,809.0654603,0.00318096,0.507765992,8.090654603,1,0,0,0.025
Train,1,0,1,0.0863,440.3514961,760.8113352,0.00744769,0.440351496,7.608113352,1,0,0,0.025
Train,0,0,0,0.2335,81.36212457,213.8812561,0.05452225,0.081362125,2.138812561,1,0,1,0
Train,2,0,1,0.0166,712.8004112,889.0278461,0.00027556,0.712800411,8.890278461,1,0,0,0.15
Train,5,0,1,0.0495,808.5867095,784.6251431,0.00245025,0.80858671,7.846251431,1,0,0,0.85
Train,3,0,1,0.1039,1092.707252,503.3182323,0.01079521,1.092707252,5.033182323,1,0,0,0.375
Train,4,0,1,0.0734,1050.178884,543.0809576,0.00538756,1.050178884,5.430809576,1,0,0,0.625
Train,1,0,1,0.087,728.0057535,863.5032817,0.007569,0.728005754,8.635032817,1,0,0,0.025
Train,4,0,1,-0.0757,491.7487136,1109.131531,0.00573049,0.491748714,11.09131531,1,0,0,0.625
Train,3,0,1,0.0561,389.6977258,128.9764446,0.00314721,0.389697726,1.289764446,1,0,0,0.375
Train,0,0,1,0.1488,448.0527273,1073.783588,0.02214144,0.448052727,10.73783588,1,0,1,0
Train,2,0,1,0.0861,574.199193,1070.234983,0.00741321,0.574199193,10.70234983,1,0,0,0.15
Train,3,1,0,0.0181,67.59967065,227.6743041,0.00032761,0.067599671,2.276743041,0,0.025,0,0.375
Train,0,0,1,0.0796,728.9045729,866.7834278,0.00633616,0.728904573,8.667834278,1,0,1,0
Train,1,0,1,0.0824,703.8965606,215.030841,0.00678976,0.703896561,2.15030841,1,0,0,0.025
Train,1,0,1,0.0437,847.4494871,760.4471975,0.00190969,0.847449487,7.604471975,1,0,0,0.025
Train,2,0,1,0.0731,789.23127,804.2198976,0.00534361,0.78923127,8.042198976,1,0,0,0.15
Train,4,0,1,0.1488,624.4986589,916.6263726,0.02214144,0.624498659,9.166263726,1,0,0,0.625
Train,2,0,1,0.0598,1146.21319,449.8836266,0.00357604,1.14621319,4.498836266,1,0,0,0.15
Train,5,0,1,-0.0273,1007.288278,594.8205452,0.00074529,1.007288278,5.948205452,1,0,0,0.85
Train,0,0,1,0.2074,660.6187214,921.2104461,0.04301476,0.660618721,9.212104461,1,0,1,0
Train,0,0,1,0.1219,597.0505833,1009.495753,0.01485961,0.597050583,10.09495753,1,0,1,0
Train,3,0,1,-0.0879,390.5490127,147.4833664,0.00772641,0.390549013,1.474833664,1,0,0,0.375
Train,0,0,1,0.1587,361.3740055,550.6466474,0.02518569,0.361374006,5.506466474,1,0,1,0
Train,4,0,1,0.0996,925.1894218,62.12874524,0.00992016,0.925189422,0.621287452,1,0,0,0.625
Train,0,0,0,0.2049,360.0246917,134.96741,0.04198401,0.360024692,1.3496741,1,0,1,0
Train,2,0,1,-0.1906,38.85769183,194.2797684,0.03632836,0.038857692,1.942797684,1,0,0,0.15
Train,1,0,1,0.0142,353.951531,897.9617463,0.00020164,0.353951531,8.979617463,1,0,0,0.025
Train,3,0,1,0.0121,828.7011741,729.3035815,0.00014641,0.828701174,7.293035815,1,0,0,0.375
Train,0,0,1,0.0855,141.4433994,715.8795373,0.00731025,0.141443399,7.158795373,1,0,1,0
Train,3,0,1,0.1394,568.5479869,272.4153412,0.01943236,0.568547987,2.724153412,1,0,0,0.375
Train,2,0,0,-0.2264,33.37155367,349.7268867,0.05125696,0.033371554,3.497268867,1,0,0,0.15
Train,1,0,1,0.3501,162.2651511,1007.491513,0.12257001,0.162265151,10.07491513,1,0,0,0.025
Train,0,0,1,0.2706,52.44731624,669.0376486,0.07322436,0.052447316,6.690376486,1,0,1,0
Train,0,0,1,0.2985,625.766088,716.6771875,0.08910225,0.625766088,7.166771875,1,0,1,0
Train,0,0,1,0.182,335.9988098,1025.682137,0.033124,0.33599881,10.25682137,1,0,1,0
Train,1,0,1,0.1999,185.2186196,99.25333739,0.03996001,0.18521862,0.992533374,1,0,0,0.025
Train,1,0,1,0.2592,563.7533964,430.0902722,0.06718464,0.563753396,4.300902722,1,0,0,0.025
Train,1,0,1,0.0707,724.476997,321.9972282,0.00499849,0.724476997,3.219972282,1,0,0,0.025
Train,5,0,1,0.0534,691.0742064,81.03198512,0.00285156,0.691074206,0.810319851,1,0,0,0.85
Train,1,0,1,-0.0855,175.6646873,705.4306792,0.00731025,0.175664687,7.054306792,1,0,0,0.025
Train,1,0,1,0.0812,299.8318806,1093.579084,0.00659344,0.299831881,10.93579084,1,0,0,0.025
Train,0,0,1,0.2297,56.02211961,602.1331211,0.05276209,0.05602212,6.021331211,1,0,1,0
Train,1,0,0,-0.0852,329.1022156,90.58940042,0.00725904,0.329102216,0.905894004,1,0,0,0.025
Train,1,0,1,-0.1207,220.4169189,274.6127834,0.01456849,0.220416919,2.746127834,1,0,0,0.025
Train,4,0,1,0.2031,846.7153894,165.2450381,0.04124961,0.846715389,1.652450381,1,0,0,0.625
Train,0,0,1,0.171,347.2551946,20.46547964,0.029241,0.347255195,0.204654796,1,0,1,0
Train,4,0,1,-0.0298,779.1229322,19.88187372,0.00088804,0.779122932,0.198818737,1,0,0,0.625
Train,0,0,1,0.2183,74.4953749,583.1897654,0.04765489,0.074495375,5.831897654,1,0,1,0
Train,1,0,1,-0.0114,246.6131454,435.0090001,0.00012996,0.246613145,4.350090001,1,0,0,0.025
Train,1,0,1,0.226,191.4520096,662.9403055,0.051076,0.19145201,6.629403055,1,0,0,0.025
Train,0,0,1,0.241,150.4703975,532.9128779,0.058081,0.150470398,5.329128779,1,0,1,0
Train,1,0,1,0.2824,755.1170048,442.3841153,0.07974976,0.755117005,4.423841153,1,0,0,0.025
Train,2,3,0,0.0466,214.3959168,81.78295262,0.00217156,0.214395917,0.817829526,0,0.375,0,0.15
Train,0,0,1,0.1204,394.2824779,61.4259947,0.01449616,0.394282478,0.614259947,1,0,1,0
Train,1,0,1,0.0534,666.3225998,256.4738827,0.00285156,0.6663226,2.564738827,1,0,0,0.025
Train,2,0,1,0.2095,334.7410255,804.0115371,0.04389025,0.334741026,8.040115371,1,0,0,0.15
Train,1,0,1,0.3542,135.4641788,504.0629751,0.12545764,0.135464179,5.040629751,1,0,0,0.025
Train,5,0,1,0.0346,629.0725031,63.3539332,0.00119716,0.629072503,0.633539332,1,0,0,0.85
Train,0,0,1,0.1661,174.1716747,499.0717858,0.02758921,0.174171675,4.990717858,1,0,1,0
Train,1,0,1,0.1867,124.6521354,853.7968328,0.03485689,0.124652135,8.537968328,1,0,0,0.025
Train,5,0,1,0.003,1027.829927,127.7084225,9.00E-06,1.027829927,1.277084225,1,0,0,0.85
Train,2,0,1,0.1026,191.0089223,978.0673519,0.01052676,0.191008922,9.780673519,1,0,0,0.15
Train,1,0,1,0.1918,99.61005313,621.0234027,0.03678724,0.099610053,6.210234027,1,0,0,0.025
Train,4,1,1,0.0868,944.1198576,58.45161579,0.00753424,0.944119858,0.584516158,0,0.025,0,0.625
Train,1,0,1,0.035,370.5876737,37.98892561,0.001225,0.370587674,0.379889256,1,0,0,0.025
Train,1,0,0,-0.1458,224.3442109,82.63818728,0.02125764,0.224344211,0.826381873,1,0,0,0.025
Train,1,0,0,-0.0952,310.0870075,80.35328877,0.00906304,0.310087008,0.803532888,1,0,0,0.025
Train,1,0,1,0.0476,492.4263362,337.4120103,0.00226576,0.492426336,3.374120103,1,0,0,0.025
Train,3,0,1,-0.08,226.0857599,767.0630041,0.0064,0.22608576,7.670630041,1,0,0,0.375
Train,1,0,1,0.1368,147.9137874,944.1341043,0.01871424,0.147913787,9.441341043,1,0,0,0.025
Train,1,0,1,0.0996,754.6698639,56.2362112,0.00992016,0.754669864,0.562362112,1,0,0,0.025
Train,1,0,1,0.0952,307.0776665,720.6029983,0.00906304,0.307077667,7.206029983,1,0,0,0.025
Train,1,0,1,-0.1306,392.287228,91.09721853,0.01705636,0.392287228,0.910972185,1,0,0,0.025
Train,3,0,1,0.2375,280.6295354,855.5624726,0.05640625,0.280629535,8.555624726,1,0,0,0.375
Train,0,0,0,-0.1498,274.3185727,197.9804187,0.02244004,0.274318573,1.979804187,1,0,1,0
Train,1,3,1,0.2658,131.7828106,774.5145007,0.07064964,0.131782811,7.745145007,0,0.375,0,0.025
Train,0,0,1,0.0879,50.7578258,589.5640283,0.00772641,0.050757826,5.895640283,1,0,1,0
Train,4,0,1,0.0812,47.15606539,53.87668017,0.00659344,0.047156065,0.538766802,1,0,0,0.625
Train,1,0,1,0.3422,596.0185501,1423.6886,0.11710084,0.59601855,14.236886,1,0,0,0.025
Train,1,0,0,0.1488,30.1076532,326.7231858,0.02214144,0.030107653,3.267231858,1,0,0,0.025
Train,1,0,1,0.1556,305.1827816,1571.894017,0.02421136,0.305182782,15.71894017,1,0,0,0.025
Train,1,1,1,0.1175,478.9053238,492.2776503,0.01380625,0.478905324,4.922776503,0,0.025,0,0.025
Train,1,0,1,0.0915,434.2492334,439.8370639,0.00837225,0.434249233,4.398370639,1,0,0,0.025
Train,2,2,1,0.0316,1077.828829,1146.191228,0.00099856,1.077828829,11.46191228,0,0.15,0,0.15
Train,2,0,1,0.0565,179.9587198,223.6944042,0.00319225,0.17995872,2.236944042,1,0,0,0.15
Train,2,0,1,0.1735,275.1670817,1728.306539,0.03010225,0.275167082,17.28306539,1,0,0,0.15
Train,2,0,1,0.0628,78.64149459,439.8824878,0.00394384,0.078641495,4.398824878,1,0,0,0.15
Train,1,0,1,0.2746,436.3450578,515.1825678,0.07540516,0.436345058,5.151825678,1,0,0,0.025
Train,1,0,1,0.1736,927.6211099,933.2521466,0.03013696,0.92762111,9.332521466,1,0,0,0.025
Train,3,0,1,0.0573,1289.05854,491.0057525,0.00328329,1.28905854,4.910057525,1,0,0,0.375
Train,2,0,1,-0.3529,1223.103604,1217.017447,0.12453841,1.223103604,12.17017447,1,0,0,0.15
